Symbol,Date,Close
NFLX,3/3/2015,67.82
NFLX,3/4/2015,67.11
NFLX,3/5/2015,66.81
NFLX,3/6/2015,64.87
NFLX,3/9/2015,63.66
NFLX,3/10/2015,62.15
NFLX,3/11/2015,62.88
NFLX,3/12/2015,64.05
NFLX,3/13/2015,62.63
NFLX,3/16/2015,60.28
NFLX,3/17/2015,59.79
NFLX,3/18/2015,60.45
NFLX,3/19/2015,60.74
NFLX,3/20/2015,61.19
NFLX,3/23/2015,60.71
NFLX,3/24/2015,62.61
NFLX,3/25/2015,60.25
NFLX,3/26/2015,59.75
NFLX,3/27/2015,59.25
NFLX,3/30/2015,60.37
NFLX,3/31/2015,59.53
NFLX,4/1/2015,59.02
NFLX,4/2/2015,59.15
NFLX,4/6/2015,60.33
NFLX,4/7/2015,60.49
NFLX,4/8/2015,63.05
NFLX,4/9/2015,62.79
NFLX,4/10/2015,64.94
NFLX,4/13/2015,67.81
NFLX,4/14/2015,68.39
NFLX,4/15/2015,67.92
NFLX,4/16/2015,80.29
NFLX,4/17/2015,81.65
NFLX,4/20/2015,81.06
NFLX,4/21/2015,80.06
NFLX,4/22/2015,79.67
NFLX,4/23/2015,79.87
NFLX,4/24/2015,79.77
NFLX,4/27/2015,80.87
NFLX,4/28/2015,80.44
NFLX,4/29/2015,80.41
NFLX,4/30/2015,79.5
NFLX,5/1/2015,79.58
NFLX,5/4/2015,79.27
NFLX,5/5/2015,80.79
NFLX,5/6/2015,80.08
NFLX,5/7/2015,80.75
NFLX,5/8/2015,82.09
NFLX,5/11/2015,84.28
NFLX,5/12/2015,83.38
NFLX,5/13/2015,82.87
NFLX,5/14/2015,83.84
NFLX,5/15/2015,87.61
NFLX,5/18/2015,88.27
NFLX,5/19/2015,88.07
NFLX,5/20/2015,88.79
NFLX,5/21/2015,89
NFLX,5/22/2015,88.84
NFLX,5/26/2015,87.99
NFLX,5/27/2015,89.86
NFLX,5/28/2015,89.51
NFLX,5/29/2015,89.15
NFLX,6/1/2015,89
NFLX,6/2/2015,89.13
NFLX,6/3/2015,88.81
NFLX,6/4/2015,89.35
NFLX,6/5/2015,90.46
NFLX,6/8/2015,89.6
NFLX,6/9/2015,92.45
NFLX,6/10/2015,95.87
NFLX,6/11/2015,95.09
NFLX,6/12/2015,94.42
NFLX,6/15/2015,93.43
NFLX,6/16/2015,95.27
NFLX,6/17/2015,94.27
NFLX,6/18/2015,94.74
NFLX,6/19/2015,93.87
NFLX,6/22/2015,96.41
NFLX,6/23/2015,97.31
NFLX,6/24/2015,96.94
NFLX,6/25/2015,94.89
NFLX,6/26/2015,93.09
NFLX,6/29/2015,92.23
NFLX,6/30/2015,93.85
NFLX,7/1/2015,93.64
NFLX,7/2/2015,94.04
NFLX,7/6/2015,94.57
NFLX,7/7/2015,94.09
NFLX,7/8/2015,93.51
NFLX,7/9/2015,95.73
NFLX,7/10/2015,97.23
NFLX,7/13/2015,101.09
NFLX,7/14/2015,100.37
NFLX,7/15/2015,98.13
NFLX,7/16/2015,115.81
NFLX,7/17/2015,114.77
NFLX,7/20/2015,110.55
NFLX,7/21/2015,112.51
NFLX,7/22/2015,111.5
NFLX,7/23/2015,110.1
NFLX,7/24/2015,109.34
NFLX,7/27/2015,106.43
NFLX,7/28/2015,106.9
NFLX,7/29/2015,107.08
NFLX,7/30/2015,111.56
NFLX,7/31/2015,114.31
NFLX,8/3/2015,112.56
NFLX,8/4/2015,121.15
NFLX,8/5/2015,123.71
NFLX,8/6/2015,126.45
NFLX,8/7/2015,123.52
NFLX,8/10/2015,123.03
NFLX,8/11/2015,122.74
NFLX,8/12/2015,120.51
NFLX,8/13/2015,123.73
NFLX,8/14/2015,123.39
NFLX,8/17/2015,125.36
NFLX,8/18/2015,124.05
NFLX,8/19/2015,122.06
NFLX,8/20/2015,112.49
NFLX,8/21/2015,103.96
NFLX,8/24/2015,96.88
NFLX,8/25/2015,101.52
NFLX,8/26/2015,110.13
NFLX,8/27/2015,117.66
NFLX,8/28/2015,117.63
NFLX,8/31/2015,115.03
NFLX,9/1/2015,105.79
NFLX,9/2/2015,105.44
NFLX,9/3/2015,101.06
NFLX,9/4/2015,98.79
NFLX,9/8/2015,94.95
NFLX,9/9/2015,99.18
NFLX,9/10/2015,99.48
NFLX,9/11/2015,97.51
NFLX,9/14/2015,95.69
NFLX,9/15/2015,99.16
NFLX,9/16/2015,104.08
NFLX,9/17/2015,104.21
NFLX,9/18/2015,102.62
NFLX,9/21/2015,100.3
NFLX,9/22/2015,98.47
NFLX,9/23/2015,98.07
NFLX,9/24/2015,103.76
NFLX,9/25/2015,102.24
NFLX,9/28/2015,99.47
NFLX,9/29/2015,98.35
NFLX,9/30/2015,103.26
NFLX,10/1/2015,105.98
NFLX,10/2/2015,106.11
NFLX,10/5/2015,111.25
NFLX,10/6/2015,108.33
NFLX,10/7/2015,108.1
NFLX,10/8/2015,114.93
NFLX,10/9/2015,113.33
NFLX,10/12/2015,113.45
NFLX,10/13/2015,109.73
NFLX,10/14/2015,110.23
NFLX,10/15/2015,101.09
NFLX,10/16/2015,98.99
NFLX,10/19/2015,101.69
NFLX,10/20/2015,98.99
NFLX,10/21/2015,97.96
NFLX,10/22/2015,97.32
NFLX,10/23/2015,100.04
NFLX,10/26/2015,103.04
NFLX,10/27/2015,103.07
NFLX,10/28/2015,105.8
NFLX,10/29/2015,105.12
NFLX,10/30/2015,108.38
NFLX,11/2/2015,107.64
NFLX,11/3/2015,109.74
NFLX,11/4/2015,114.05
NFLX,11/5/2015,113.5
NFLX,11/6/2015,114.06
NFLX,11/9/2015,109.86
NFLX,11/10/2015,112.7
NFLX,11/11/2015,112.86
NFLX,11/12/2015,108.92
NFLX,11/13/2015,103.65
NFLX,11/16/2015,111.35
NFLX,11/17/2015,117.1
NFLX,11/18/2015,120.63
NFLX,11/19/2015,120.22
NFLX,11/20/2015,123.84
NFLX,11/23/2015,125.03
NFLX,11/24/2015,123.31
NFLX,11/25/2015,124.16
NFLX,11/27/2015,125.44
NFLX,11/30/2015,123.33
NFLX,12/1/2015,125.37
NFLX,12/2/2015,128.93
NFLX,12/3/2015,126.81
NFLX,12/4/2015,130.93
NFLX,12/7/2015,125.36
NFLX,12/8/2015,126.98
NFLX,12/9/2015,124.2
NFLX,12/10/2015,122.91
NFLX,12/11/2015,118.91
NFLX,12/14/2015,120.67
NFLX,12/15/2015,118.6
NFLX,12/16/2015,122.64
NFLX,12/17/2015,122.51
NFLX,12/18/2015,118.02
NFLX,12/21/2015,116.63
NFLX,12/22/2015,116.24
NFLX,12/23/2015,118.16
NFLX,12/24/2015,117.33
NFLX,12/28/2015,117.11
NFLX,12/29/2015,119.12
NFLX,12/30/2015,116.71
NFLX,12/31/2015,114.38
NFLX,1/4/2016,109.96
NFLX,1/5/2016,107.66
NFLX,1/6/2016,117.68
NFLX,1/7/2016,114.56
NFLX,1/8/2016,111.39
NFLX,1/11/2016,114.97
NFLX,1/12/2016,116.58
NFLX,1/13/2016,106.56
NFLX,1/14/2016,107.06
NFLX,1/15/2016,104.04
NFLX,1/19/2016,107.89
NFLX,1/20/2016,107.74
NFLX,1/21/2016,102.35
NFLX,1/22/2016,100.72
NFLX,1/25/2016,99.12
NFLX,1/26/2016,97.83
NFLX,1/27/2016,91.15
NFLX,1/28/2016,94.41
NFLX,1/29/2016,91.84
NFLX,2/1/2016,94.09
NFLX,2/2/2016,91.49
NFLX,2/3/2016,90.74
NFLX,2/4/2016,89.71
NFLX,2/5/2016,82.79
NFLX,2/8/2016,83.32
NFLX,2/9/2016,86.13
NFLX,2/10/2016,88.45
NFLX,2/11/2016,86.35
NFLX,2/12/2016,87.4
NFLX,2/16/2016,89.05
NFLX,2/17/2016,94.76
NFLX,2/18/2016,90.49
NFLX,2/19/2016,89.23
NFLX,2/22/2016,91.93
NFLX,2/23/2016,89.12
NFLX,2/24/2016,91.61
NFLX,2/25/2016,94.53
NFLX,2/26/2016,94.79
NFLX,2/29/2016,93.41
NFLX,3/1/2016,98.3
NFLX,3/2/2016,97.61
NFLX,3/3/2016,97.93
NFLX,3/4/2016,101.58
NFLX,3/7/2016,95.49
NFLX,3/8/2016,96.23
NFLX,3/9/2016,98
NFLX,3/10/2016,97.36
NFLX,3/11/2016,97.66
NFLX,3/14/2016,98.13
NFLX,3/15/2016,97.86
NFLX,3/16/2016,99.35
NFLX,3/17/2016,99.72
NFLX,3/18/2016,101.12
NFLX,3/21/2016,101.06
NFLX,3/22/2016,99.84
NFLX,3/23/2016,99.59
NFLX,3/24/2016,98.36
NFLX,3/28/2016,101.21
NFLX,3/29/2016,104.13
NFLX,3/30/2016,102.19
NFLX,3/31/2016,102.23
NFLX,4/1/2016,105.7
NFLX,4/4/2016,104.35
NFLX,4/5/2016,104.94
NFLX,4/6/2016,104.83
NFLX,4/7/2016,104.45
NFLX,4/8/2016,103.81
NFLX,4/11/2016,102.68
NFLX,4/12/2016,106.98
NFLX,4/13/2016,109.65
NFLX,4/14/2016,110.42
NFLX,4/15/2016,111.51
NFLX,4/18/2016,108.4
NFLX,4/19/2016,94.34
NFLX,4/20/2016,96.77
NFLX,4/21/2016,94.98
NFLX,4/22/2016,95.9
NFLX,4/25/2016,93.56
NFLX,4/26/2016,92.43
NFLX,4/27/2016,91.04
NFLX,4/28/2016,90.28
NFLX,4/29/2016,90.03
NFLX,5/2/2016,93.11
NFLX,5/3/2016,91.54
NFLX,5/4/2016,90.79
NFLX,5/5/2016,89.37
NFLX,5/6/2016,90.84
NFLX,5/9/2016,90.54
NFLX,5/10/2016,92.89
NFLX,5/11/2016,90.02
NFLX,5/12/2016,87.74
NFLX,5/13/2016,87.88
NFLX,5/16/2016,89.12
NFLX,5/17/2016,88.63
NFLX,5/18/2016,90.5
NFLX,5/19/2016,89.55
NFLX,5/20/2016,92.49
NFLX,5/23/2016,94.89
NFLX,5/24/2016,97.89
NFLX,5/25/2016,100.2
NFLX,5/26/2016,102.81
NFLX,5/27/2016,103.3
NFLX,5/31/2016,102.57
NFLX,6/1/2016,101.51
NFLX,6/2/2016,101.25
NFLX,6/3/2016,99.59
NFLX,6/6/2016,100.74
NFLX,6/7/2016,99.89
NFLX,6/8/2016,97.86
NFLX,6/9/2016,97.09
NFLX,6/10/2016,93.75
NFLX,6/13/2016,93.85
NFLX,6/14/2016,94.12
NFLX,6/15/2016,94.29
NFLX,6/16/2016,95.44
NFLX,6/17/2016,94.45
NFLX,6/20/2016,93.8
NFLX,6/21/2016,90.99
NFLX,6/22/2016,90.01
NFLX,6/23/2016,91.66
NFLX,6/24/2016,88.44
NFLX,6/27/2016,85.33
NFLX,6/28/2016,87.97
NFLX,6/29/2016,91.06
NFLX,6/30/2016,91.48
NFLX,7/1/2016,96.67
NFLX,7/5/2016,97.91
NFLX,7/6/2016,94.6
NFLX,7/7/2016,95.1
NFLX,7/8/2016,97.06
NFLX,7/11/2016,94.67
NFLX,7/12/2016,95.97
NFLX,7/13/2016,96.43
NFLX,7/14/2016,98.02
NFLX,7/15/2016,98.39
NFLX,7/18/2016,98.81
NFLX,7/19/2016,85.84
NFLX,7/20/2016,87.91
NFLX,7/21/2016,85.99
NFLX,7/22/2016,85.89
NFLX,7/25/2016,87.66
NFLX,7/26/2016,91.41
NFLX,7/27/2016,92.04
NFLX,7/28/2016,91.65
NFLX,7/29/2016,91.25
NFLX,8/1/2016,94.37
NFLX,8/2/2016,93.56
NFLX,8/3/2016,93.1
NFLX,8/4/2016,93.44
NFLX,8/5/2016,97.03
NFLX,8/8/2016,95.11
NFLX,8/9/2016,93.99
NFLX,8/10/2016,93.93
NFLX,8/11/2016,95.89
NFLX,8/12/2016,96.59
NFLX,8/15/2016,95.31
NFLX,8/16/2016,95.12
NFLX,8/17/2016,96.37
NFLX,8/18/2016,96.16
NFLX,8/19/2016,95.87
NFLX,8/22/2016,95.26
NFLX,8/23/2016,95.94
NFLX,8/24/2016,95.18
NFLX,8/25/2016,97.32
NFLX,8/26/2016,97.58
NFLX,8/29/2016,97.3
NFLX,8/30/2016,97.45
NFLX,8/31/2016,97.45
NFLX,9/1/2016,97.38
NFLX,9/2/2016,97.38
