Symbol,Date,Close
AMC,10/1/2015,24.89
AMC,10/2/2015,25.21
AMC,10/5/2015,25.7
AMC,10/6/2015,26.18
AMC,10/7/2015,26.75
AMC,10/8/2015,27.33
AMC,10/9/2015,27.21
AMC,10/12/2015,27.34
AMC,10/13/2015,27.17
AMC,10/14/2015,26.98
AMC,10/15/2015,27.16
AMC,10/16/2015,26.82
AMC,10/19/2015,27.2
AMC,10/20/2015,26.44
AMC,10/21/2015,25.49
AMC,10/22/2015,26
AMC,10/23/2015,26.68
AMC,10/26/2015,26.59
AMC,10/27/2015,26.21
AMC,10/28/2015,27.39
AMC,10/29/2015,27.32
AMC,10/30/2015,27.37
AMC,11/2/2015,27.5
AMC,11/3/2015,26.52
AMC,11/4/2015,25.84
AMC,11/5/2015,26.38
AMC,11/6/2015,27.08
AMC,11/9/2015,26.76
AMC,11/10/2015,27.3
AMC,11/11/2015,27.08
AMC,11/12/2015,26.66
AMC,11/13/2015,26.26
AMC,11/16/2015,26.14
AMC,11/17/2015,25.9
AMC,11/18/2015,26.15
AMC,11/19/2015,25.66
AMC,11/20/2015,25.55
AMC,11/23/2015,25.12
AMC,11/24/2015,24.88
AMC,11/25/2015,25.26
AMC,11/27/2015,25.05
AMC,11/30/2015,25.41
AMC,12/1/2015,25.44
AMC,12/2/2015,24.85
AMC,12/3/2015,24.6
AMC,12/4/2015,23.74
AMC,12/7/2015,23.39
AMC,12/8/2015,23.57
AMC,12/9/2015,23.09
AMC,12/10/2015,23.58
AMC,12/11/2015,23.08
AMC,12/14/2015,22.91
AMC,12/15/2015,24.13
AMC,12/16/2015,25.4
AMC,12/17/2015,25.14
AMC,12/18/2015,24.78
AMC,12/21/2015,24.14
AMC,12/22/2015,24.57
AMC,12/23/2015,23.48
AMC,12/24/2015,23.25
AMC,12/28/2015,23.03
AMC,12/29/2015,23.44
AMC,12/30/2015,23.66
AMC,12/31/2015,24
AMC,1/4/2016,23.17
AMC,1/5/2016,23.44
AMC,1/6/2016,23.2
AMC,1/7/2016,22.62
AMC,1/8/2016,22.38
AMC,1/11/2016,22.29
AMC,1/12/2016,22.36
AMC,1/13/2016,21.82
AMC,1/14/2016,21.57
AMC,1/15/2016,20.95
AMC,1/19/2016,20.91
AMC,1/20/2016,20.26
AMC,1/21/2016,20.14
AMC,1/22/2016,20.2
AMC,1/25/2016,20.09
AMC,1/26/2016,21.84
AMC,1/27/2016,20.92
AMC,1/28/2016,20.74
AMC,1/29/2016,21.8
AMC,2/1/2016,21.32
AMC,2/2/2016,20.85
AMC,2/3/2016,21.03
AMC,2/4/2016,21.61
AMC,2/5/2016,20.27
AMC,2/8/2016,20.25
AMC,2/9/2016,20.06
AMC,2/10/2016,20.09
AMC,2/11/2016,20.76
AMC,2/12/2016,20.46
AMC,2/16/2016,22.43
AMC,2/17/2016,21.72
AMC,2/18/2016,21.69
AMC,2/19/2016,21.87
AMC,2/22/2016,22.28
AMC,2/23/2016,22.04
AMC,2/24/2016,22.55
AMC,2/25/2016,22.47
AMC,2/26/2016,23.3
AMC,2/29/2016,24.03
AMC,3/1/2016,24.88
AMC,3/2/2016,25.35
AMC,3/3/2016,25.7
AMC,3/4/2016,27.02
AMC,3/7/2016,28.68
AMC,3/8/2016,28.39
AMC,3/9/2016,28.44
AMC,3/10/2016,28.95
AMC,3/11/2016,29.54
AMC,3/14/2016,29.39
AMC,3/15/2016,28.88
AMC,3/16/2016,29
AMC,3/17/2016,28.98
AMC,3/18/2016,29.41
AMC,3/21/2016,28.85
AMC,3/22/2016,28.35
AMC,3/23/2016,27.97
AMC,3/24/2016,28.06
AMC,3/28/2016,28.73
AMC,3/29/2016,28.95
AMC,3/30/2016,28.36
AMC,3/31/2016,27.99
AMC,4/1/2016,28.64
AMC,4/4/2016,27.83
AMC,4/5/2016,27.52
AMC,4/6/2016,28.12
AMC,4/7/2016,27.3
AMC,4/8/2016,27.36
AMC,4/11/2016,26.95
AMC,4/12/2016,27.39
AMC,4/13/2016,28.16
AMC,4/14/2016,27.86
AMC,4/15/2016,27.57
AMC,4/18/2016,28.22
AMC,4/19/2016,27.75
AMC,4/20/2016,27.77
AMC,4/21/2016,27.46
AMC,4/22/2016,27.46
AMC,4/25/2016,26.99
AMC,4/26/2016,27.42
AMC,4/27/2016,28.01
AMC,4/28/2016,28.23
AMC,4/29/2016,28.18
AMC,5/2/2016,28.89
AMC,5/3/2016,28.53
AMC,5/4/2016,28.76
AMC,5/5/2016,28.87
AMC,5/6/2016,29.15
AMC,5/9/2016,29.15
AMC,5/10/2016,29.93
AMC,5/11/2016,29.65
AMC,5/12/2016,29.23
AMC,5/13/2016,29.31
AMC,5/16/2016,29.33
AMC,5/17/2016,29.31
AMC,5/18/2016,28.9
AMC,5/19/2016,28.03
AMC,5/20/2016,28.23
AMC,5/23/2016,28.15
AMC,5/24/2016,28.66
AMC,5/25/2016,28.48
AMC,5/26/2016,28.53
AMC,5/27/2016,29.12
AMC,5/31/2016,28.74
AMC,6/1/2016,28.93
AMC,6/2/2016,28.99
AMC,6/3/2016,28.58
AMC,6/6/2016,28.19
AMC,6/7/2016,27.91
AMC,6/8/2016,27.9
AMC,6/9/2016,27.82
AMC,6/10/2016,26.94
AMC,6/13/2016,26.53
AMC,6/14/2016,26.58
AMC,6/15/2016,26.86
AMC,6/16/2016,27.23
AMC,6/17/2016,27.05
AMC,6/20/2016,27.4
AMC,6/21/2016,27.1
AMC,6/22/2016,26.93
AMC,6/23/2016,27.24
AMC,6/24/2016,26.94
AMC,6/27/2016,26.02
AMC,6/28/2016,26.51
AMC,6/29/2016,27.42
AMC,6/30/2016,27.61
AMC,7/1/2016,28.19
AMC,7/5/2016,27.41
AMC,7/6/2016,27.11
AMC,7/7/2016,27.59
AMC,7/8/2016,27.59
AMC,7/11/2016,27.77
AMC,7/12/2016,29.8
AMC,7/13/2016,30.63
AMC,7/14/2016,30.6
AMC,7/15/2016,30.63
AMC,7/18/2016,30.56
AMC,7/19/2016,30.49
AMC,7/20/2016,30.06
AMC,7/21/2016,30.08
AMC,7/22/2016,30.6
AMC,7/25/2016,29.92
AMC,7/26/2016,29.94
AMC,7/27/2016,29.26
AMC,7/28/2016,29.53
AMC,7/29/2016,29.42
AMC,8/1/2016,28.46
AMC,8/2/2016,27.83
AMC,8/3/2016,28.23
AMC,8/4/2016,28.66
AMC,8/5/2016,29.03
AMC,8/8/2016,28.92
AMC,8/9/2016,28.87
AMC,8/10/2016,29.4
AMC,8/11/2016,29.65
AMC,8/12/2016,29.8
AMC,8/15/2016,29.71
AMC,8/16/2016,29.75
AMC,8/17/2016,29.66
AMC,8/18/2016,30.09
AMC,8/19/2016,29.91
AMC,8/22/2016,29.66
AMC,8/23/2016,29.75
AMC,8/24/2016,30.1
AMC,8/25/2016,30.16
AMC,8/26/2016,29.63
AMC,8/29/2016,29.79
AMC,8/30/2016,29.82
AMC,8/31/2016,30.41
AMC,9/1/2016,30.51
AMC,9/2/2016,30.5
AMC,9/6/2016,30.53
AMC,9/7/2016,30.99
AMC,9/8/2016,30.83
AMC,9/9/2016,30.3
AMC,9/12/2016,31
AMC,9/13/2016,30.95
AMC,9/14/2016,31
AMC,9/15/2016,31.61
AMC,9/16/2016,31.91
AMC,9/19/2016,31.84
AMC,9/20/2016,31.77
AMC,9/21/2016,31.5
AMC,9/22/2016,31.66
AMC,9/23/2016,31.33
AMC,9/26/2016,30.63
AMC,9/27/2016,31.32
AMC,9/28/2016,31.31
AMC,9/29/2016,30.8
AMC,9/30/2016,31.09
AMC,10/3/2016,32.22
AMC,10/4/2016,31.63
AMC,10/5/2016,31.94
AMC,10/6/2016,32.46
AMC,10/7/2016,32.24
AMC,10/10/2016,32.3
AMC,10/11/2016,31.5
AMC,10/12/2016,31.9
AMC,10/13/2016,31.35
AMC,10/14/2016,31.75
AMC,10/17/2016,31.55
AMC,10/18/2016,31.6
AMC,10/19/2016,31.55
AMC,10/20/2016,31.6
AMC,10/21/2016,31.8
AMC,10/24/2016,32.1
AMC,10/25/2016,31.6
AMC,10/26/2016,31.7
AMC,10/27/2016,31.45
AMC,10/28/2016,31.35
AMC,10/31/2016,31.45
AMC,11/1/2016,30.7
AMC,11/2/2016,30.6
AMC,11/3/2016,30.8
AMC,11/4/2016,31.3
AMC,11/7/2016,32.1
AMC,11/8/2016,32.25
AMC,11/9/2016,33.4
AMC,11/10/2016,33.4
AMC,11/11/2016,34.5
AMC,11/14/2016,34.5
AMC,11/15/2016,34.55
AMC,11/16/2016,34.5
AMC,11/17/2016,35.5
AMC,11/18/2016,35.05
AMC,11/21/2016,34.75
AMC,11/22/2016,34.7
AMC,11/23/2016,34.9
AMC,11/25/2016,34.95
AMC,11/28/2016,33.9
AMC,11/29/2016,34.55
AMC,11/30/2016,33.95
AMC,12/1/2016,33.5
AMC,12/2/2016,32.25
AMC,12/5/2016,33.1
AMC,12/6/2016,33.8
AMC,12/7/2016,32.65
AMC,12/8/2016,32.1
AMC,12/9/2016,32.6
AMC,12/12/2016,32.35
AMC,12/13/2016,32
AMC,12/14/2016,31.75
AMC,12/15/2016,32
AMC,12/16/2016,31.9
AMC,12/19/2016,33.2
AMC,12/20/2016,33.45
AMC,12/21/2016,34.7
AMC,12/22/2016,35.1
AMC,12/23/2016,35.3
AMC,12/27/2016,35.45
AMC,12/28/2016,34.55
AMC,12/29/2016,34.2
AMC,12/30/2016,33.65
AMC,1/3/2017,34.75
AMC,1/4/2017,34.2
AMC,1/5/2017,34
AMC,1/6/2017,33.8
AMC,1/9/2017,33.3
AMC,1/10/2017,34.15
AMC,1/11/2017,34.3
AMC,1/12/2017,34
AMC,1/13/2017,34.25
AMC,1/17/2017,33.9
AMC,1/18/2017,33.8
AMC,1/19/2017,33.9
AMC,1/20/2017,34.3
AMC,1/23/2017,34.1
AMC,1/24/2017,34.3
AMC,1/25/2017,34.15
AMC,1/26/2017,34.25
AMC,1/27/2017,34
AMC,1/30/2017,34.15
AMC,1/31/2017,33.75
AMC,2/1/2017,33
AMC,2/2/2017,33.05
AMC,2/3/2017,32.9
AMC,2/6/2017,32.65
AMC,2/7/2017,32.5
AMC,2/8/2017,31.05
AMC,2/9/2017,31
AMC,2/10/2017,31.35
AMC,2/13/2017,31.35
AMC,2/14/2017,31.4
AMC,2/15/2017,31.5
AMC,2/16/2017,31.25
AMC,2/17/2017,31.2
AMC,2/21/2017,30.85
AMC,2/22/2017,31.35
AMC,2/23/2017,31.35
AMC,2/24/2017,31.4
AMC,2/27/2017,31.45
AMC,2/28/2017,31.35
AMC,3/1/2017,30.4
AMC,3/2/2017,29.75
AMC,3/3/2017,29.4
AMC,3/6/2017,29.3
AMC,3/7/2017,29.45
AMC,3/8/2017,29.55
AMC,3/9/2017,29.55
AMC,3/10/2017,30.15
AMC,3/13/2017,30.4
AMC,3/14/2017,30.55
AMC,3/15/2017,30.1
AMC,3/16/2017,30.2
AMC,3/17/2017,30.6
AMC,3/20/2017,30.6
AMC,3/21/2017,30.15
AMC,3/22/2017,30.3
AMC,3/23/2017,30.2
AMC,3/24/2017,30.85
AMC,3/27/2017,30.8
AMC,3/28/2017,30.55
AMC,3/29/2017,30.95
AMC,3/30/2017,31.15
AMC,3/31/2017,31.45
AMC,4/3/2017,31.85
AMC,4/4/2017,31.55
AMC,4/5/2017,31
AMC,4/6/2017,30.8
AMC,4/7/2017,30.35
AMC,4/10/2017,30.65
AMC,4/11/2017,30.7
AMC,4/12/2017,30.3
AMC,4/13/2017,30.2
AMC,4/17/2017,30.7
AMC,4/18/2017,30.5
AMC,4/19/2017,30.4
AMC,4/20/2017,30.95
AMC,4/21/2017,30.9
AMC,4/24/2017,30.7
AMC,4/25/2017,31
AMC,4/26/2017,31.2
AMC,4/27/2017,30.7
AMC,4/28/2017,30.3
AMC,5/1/2017,29.8
AMC,5/2/2017,30.05
AMC,5/3/2017,30.1
AMC,5/4/2017,29.4
AMC,5/5/2017,29.1
AMC,5/8/2017,28.8
AMC,5/9/2017,28.9
AMC,5/10/2017,27.95
AMC,5/11/2017,27.5
AMC,5/12/2017,26.9
AMC,5/15/2017,26.45
AMC,5/16/2017,25.75
AMC,5/17/2017,24.6
AMC,5/18/2017,24.5
AMC,5/19/2017,25.3
AMC,5/22/2017,25
AMC,5/23/2017,24.65
AMC,5/24/2017,23.5
AMC,5/25/2017,23.4
AMC,5/26/2017,24.7
AMC,5/30/2017,23.35
AMC,5/31/2017,22.5
AMC,6/1/2017,23.45
AMC,6/2/2017,24.8
AMC,6/5/2017,25
AMC,6/6/2017,24.4
AMC,6/7/2017,23.75
AMC,6/8/2017,23.65
AMC,6/9/2017,23.3
AMC,6/12/2017,23.5
AMC,6/13/2017,24.25
AMC,6/14/2017,24.2
AMC,6/15/2017,24.05
AMC,6/16/2017,24.65
AMC,6/19/2017,24.75
AMC,6/20/2017,23.6
AMC,6/21/2017,23.05
AMC,6/22/2017,23.05
AMC,6/23/2017,23.6
AMC,6/26/2017,23.55
AMC,6/27/2017,23.35
AMC,6/28/2017,23.9
AMC,6/29/2017,23.65
AMC,6/30/2017,22.75
AMC,7/3/2017,23.2
AMC,7/5/2017,22.45
AMC,7/6/2017,21.65
AMC,7/7/2017,21.95
AMC,7/10/2017,21.5
AMC,7/11/2017,22.3
AMC,7/12/2017,21.4
AMC,7/13/2017,22.15
AMC,7/14/2017,21.9
AMC,7/17/2017,19.7
AMC,7/18/2017,20.1
AMC,7/19/2017,19.85
AMC,7/20/2017,20.6
AMC,7/21/2017,20.35
AMC,7/24/2017,20.5
AMC,7/25/2017,20.85
AMC,7/26/2017,21.05
AMC,7/27/2017,20.7
AMC,7/28/2017,20.5
AMC,7/31/2017,20.4
AMC,8/1/2017,20.8
AMC,8/2/2017,15.2
AMC,8/3/2017,15.1
AMC,8/4/2017,16.25
AMC,8/7/2017,16.1
AMC,8/8/2017,16.15
AMC,8/9/2017,15.5
AMC,8/10/2017,14.45
AMC,8/11/2017,14.05
AMC,8/14/2017,13.6
AMC,8/15/2017,13.25
AMC,8/16/2017,13.3
AMC,8/17/2017,13.15
AMC,8/18/2017,13
AMC,8/21/2017,13.05
AMC,8/22/2017,12.85
AMC,8/23/2017,12.55
AMC,8/24/2017,12.8
AMC,8/25/2017,12.9
AMC,8/28/2017,13.05
AMC,8/29/2017,12.85
AMC,8/30/2017,13.45
AMC,8/31/2017,13.4
AMC,9/1/2017,14.15
AMC,9/5/2017,14.5
AMC,9/6/2017,14.4
AMC,9/7/2017,13.8
AMC,9/8/2017,13.35
AMC,9/11/2017,14.1
AMC,9/12/2017,14.2
AMC,9/13/2017,15.2
AMC,9/14/2017,16.05
AMC,9/15/2017,16.95
AMC,9/18/2017,16.65
AMC,9/19/2017,15.65
AMC,9/20/2017,15.35
AMC,9/21/2017,15.8
AMC,9/22/2017,15.9
AMC,9/25/2017,15.15
AMC,9/26/2017,15.4
AMC,9/27/2017,15.5
AMC,9/28/2017,15
AMC,9/29/2017,14.7
AMC,10/2/2017,14.7
AMC,10/3/2017,15.9
AMC,10/4/2017,15.8
AMC,10/5/2017,16.05
AMC,10/6/2017,15.2
AMC,10/9/2017,14
AMC,10/10/2017,13.85
AMC,10/11/2017,13.75
AMC,10/12/2017,13.85
AMC,10/13/2017,13.75
AMC,10/16/2017,13.75
AMC,10/17/2017,13.75
AMC,10/18/2017,13.6
AMC,10/19/2017,14.25
AMC,10/20/2017,14
AMC,10/23/2017,14.15
AMC,10/24/2017,14.3
AMC,10/25/2017,14.05
AMC,10/26/2017,14.7
AMC,10/27/2017,14.75
AMC,10/30/2017,13.9
AMC,10/31/2017,13.9
AMC,11/1/2017,13.45
AMC,11/2/2017,12.85
AMC,11/3/2017,11.9
AMC,11/6/2017,12.2
AMC,11/7/2017,12.3
AMC,11/8/2017,11.8
AMC,11/9/2017,11.4
AMC,11/10/2017,11
AMC,11/13/2017,11.65
AMC,11/14/2017,12.2
AMC,11/15/2017,12.55
AMC,11/16/2017,12.45
AMC,11/17/2017,12.95
AMC,11/20/2017,12.75
AMC,11/21/2017,12.7
AMC,11/22/2017,13.2
AMC,11/24/2017,13.85
AMC,11/27/2017,14.9
AMC,11/28/2017,16.15
AMC,11/29/2017,15.4
AMC,11/30/2017,14.25
AMC,12/1/2017,14
AMC,12/4/2017,14.3
AMC,12/5/2017,14.45
AMC,12/6/2017,14.25
AMC,12/7/2017,14.35
AMC,12/8/2017,14.65
AMC,12/11/2017,15.25
AMC,12/12/2017,15.25
AMC,12/13/2017,15.15
AMC,12/14/2017,15.8
AMC,12/15/2017,15.1
AMC,12/18/2017,15.25
AMC,12/19/2017,15.25
AMC,12/20/2017,14.85
AMC,12/21/2017,15.4
AMC,12/22/2017,14.9
AMC,12/26/2017,14.4
AMC,12/27/2017,14.1
AMC,12/28/2017,14.85
AMC,12/29/2017,15.1
AMC,1/2/2018,15.4
AMC,1/3/2018,15
AMC,1/4/2018,14.45
AMC,1/5/2018,14.1
AMC,1/8/2018,13.8
AMC,1/9/2018,13.9
AMC,1/10/2018,13.95
AMC,1/11/2018,14.1
AMC,1/12/2018,14.45
AMC,1/16/2018,13.65
AMC,1/17/2018,13.75
AMC,1/18/2018,13.4
AMC,1/19/2018,13.2
AMC,1/22/2018,13.25
AMC,1/23/2018,13.4
AMC,1/24/2018,13.2
AMC,1/25/2018,13.15
AMC,1/26/2018,12.85
AMC,1/29/2018,12.85
AMC,1/30/2018,12.6
AMC,1/31/2018,12.8
AMC,2/1/2018,13.5
AMC,2/2/2018,13.95
AMC,2/5/2018,13.35
AMC,2/6/2018,13.75
AMC,2/7/2018,14.2
AMC,2/8/2018,13.75
AMC,2/9/2018,13.45
AMC,2/12/2018,13.9
AMC,2/13/2018,13.85
AMC,2/14/2018,14.25
AMC,2/15/2018,14.65
AMC,2/16/2018,14.4
AMC,2/20/2018,14.5
AMC,2/21/2018,14.4
AMC,2/22/2018,14.3
AMC,2/23/2018,14.85
AMC,2/26/2018,15.45
AMC,2/27/2018,15.75
AMC,2/28/2018,15
AMC,3/1/2018,14.75
AMC,3/2/2018,15.75
AMC,3/5/2018,15.75
AMC,3/6/2018,15.95
AMC,3/7/2018,15.7
AMC,3/8/2018,15.55
AMC,3/9/2018,15.7
AMC,3/12/2018,15.65
AMC,3/13/2018,14.75
AMC,3/14/2018,15.05
AMC,3/15/2018,14.75
AMC,3/16/2018,14.2
AMC,3/19/2018,14.15
AMC,3/20/2018,14.05
AMC,3/21/2018,14.15
AMC,3/22/2018,13.8
AMC,3/23/2018,13.9
AMC,3/26/2018,13.95
AMC,3/27/2018,13.6
AMC,3/28/2018,13.5
AMC,3/29/2018,14.05
AMC,4/2/2018,14.15
AMC,4/3/2018,15.25
AMC,4/4/2018,15.4
AMC,4/5/2018,16.35
AMC,4/6/2018,16.45
AMC,4/9/2018,16.45
AMC,4/10/2018,16.8
AMC,4/11/2018,16.7
AMC,4/12/2018,16.5
AMC,4/13/2018,16.95
AMC,4/16/2018,17.15
AMC,4/17/2018,17.4
AMC,4/18/2018,17.55
AMC,4/19/2018,17.25
AMC,4/20/2018,17
AMC,4/23/2018,17.15
AMC,4/24/2018,17.2
AMC,4/25/2018,17.25
AMC,4/26/2018,17.2
AMC,4/27/2018,17.2
AMC,4/30/2018,17.45
AMC,5/1/2018,16.4
AMC,5/2/2018,16.5
AMC,5/3/2018,16.55
AMC,5/4/2018,16.3
AMC,5/7/2018,17.2
AMC,5/8/2018,16.8
AMC,5/9/2018,16.05
AMC,5/10/2018,16.45
AMC,5/11/2018,16.3
AMC,5/14/2018,16.4
AMC,5/15/2018,16.55
AMC,5/16/2018,16.6
AMC,5/17/2018,16.6
AMC,5/18/2018,16.6
AMC,5/21/2018,16.05
AMC,5/22/2018,15.6
AMC,5/23/2018,15.2
AMC,5/24/2018,15.25
AMC,5/25/2018,15.05
AMC,5/29/2018,14.45
AMC,5/30/2018,14.85
AMC,5/31/2018,14.85
AMC,6/1/2018,14.8
AMC,6/4/2018,14.55
AMC,6/5/2018,14.75
AMC,6/6/2018,14.7
AMC,6/7/2018,14.65
AMC,6/8/2018,14.45
AMC,6/11/2018,14.95
AMC,6/12/2018,15.65
AMC,6/13/2018,15.45
AMC,6/14/2018,15.75
AMC,6/15/2018,15.6
AMC,6/18/2018,16
AMC,6/19/2018,16.25
AMC,6/20/2018,16.6
AMC,6/21/2018,17.2
AMC,6/22/2018,16.6
AMC,6/25/2018,16.5
AMC,6/26/2018,15.85
AMC,6/27/2018,15.6
AMC,6/28/2018,16.15
AMC,6/29/2018,15.9
AMC,7/2/2018,15.75
AMC,7/3/2018,15.85
AMC,7/5/2018,16.8
AMC,7/6/2018,17.3
AMC,7/9/2018,17.15
AMC,7/10/2018,17.35
AMC,7/11/2018,17.4
AMC,7/12/2018,17
AMC,7/13/2018,17.05
AMC,7/16/2018,16.7
AMC,7/17/2018,16.85
AMC,7/18/2018,16.35
AMC,7/19/2018,16.45
AMC,7/20/2018,15.95
AMC,7/23/2018,15.55
AMC,7/24/2018,15.5
AMC,7/25/2018,15.25
AMC,7/26/2018,15.7
AMC,7/27/2018,15.7
AMC,7/30/2018,15.35
AMC,7/31/2018,16.3
AMC,8/1/2018,16.05
AMC,8/2/2018,16.55
AMC,8/3/2018,17.15
AMC,8/6/2018,17.3
AMC,8/7/2018,17.2
AMC,8/8/2018,17.5
AMC,8/9/2018,16.9
AMC,8/10/2018,17.45
AMC,8/13/2018,17.45
AMC,8/14/2018,17.5
AMC,8/15/2018,17.7
AMC,8/16/2018,18.1
AMC,8/17/2018,18.35
AMC,8/20/2018,18.55
AMC,8/21/2018,18.85
AMC,8/22/2018,19
AMC,8/23/2018,19.2
AMC,8/24/2018,19.15
AMC,8/27/2018,18.7
AMC,8/28/2018,19.15
AMC,8/29/2018,18.95
AMC,8/30/2018,18.8
AMC,8/31/2018,19.05
AMC,9/4/2018,19.25
AMC,9/5/2018,19.3
AMC,9/6/2018,19.75
AMC,9/7/2018,19.9
AMC,9/10/2018,19.9
AMC,9/11/2018,19.8
AMC,9/12/2018,20.05
AMC,9/13/2018,20.1
AMC,9/14/2018,19.8
AMC,9/17/2018,19.95
AMC,9/18/2018,20
AMC,9/19/2018,20.65
AMC,9/20/2018,20.75
AMC,9/21/2018,21.35
AMC,9/24/2018,20.4
AMC,9/25/2018,19.9
AMC,9/26/2018,20.15
AMC,9/27/2018,20.45
AMC,9/28/2018,20.5
AMC,10/1/2018,19.86
AMC,10/2/2018,19.76
AMC,10/3/2018,20.09
AMC,10/4/2018,19.97
AMC,10/5/2018,19.7
AMC,10/8/2018,19.6
AMC,10/9/2018,19.61
AMC,10/10/2018,18.75
AMC,10/11/2018,18.41
AMC,10/12/2018,18.86
AMC,10/15/2018,19.27
AMC,10/16/2018,20.15
AMC,10/17/2018,19.81
AMC,10/18/2018,19.64
AMC,10/19/2018,19.81
AMC,10/22/2018,19.8
AMC,10/23/2018,19.7
AMC,10/24/2018,17.83
AMC,10/25/2018,18.71
AMC,10/26/2018,17.83
AMC,10/29/2018,18.72
AMC,10/30/2018,19.24
AMC,10/31/2018,19.26
AMC,11/1/2018,19.24
AMC,11/2/2018,19
AMC,11/5/2018,19.18
AMC,11/6/2018,18.42
AMC,11/7/2018,18.38
AMC,11/8/2018,18.13
AMC,11/9/2018,15.66
AMC,11/12/2018,15.19
AMC,11/13/2018,15.54
AMC,11/14/2018,15.68
